sleepStartTimestampGMT,sleepEndTimestampGMT,calendarDate,sleepWindowConfirmationType,deepSleepSeconds,lightSleepSeconds,remSleepSeconds,awakeSleepSeconds,unmeasurableSeconds,averageRespiration,lowestRespiration,highestRespiration,retro,awakeCount,avgSleepStress,restlessMomentCount,sleepScores.overallScore,sleepScores.qualityScore,sleepScores.durationScore,sleepScores.recoveryScore,sleepScores.deepScore,sleepScores.remScore,sleepScores.lightScore,sleepScores.awakeningsCountScore,sleepScores.awakeTimeScore,sleepScores.combinedAwakeScore,sleepScores.restfulnessScore,sleepScores.interruptionsScore,sleepScores.feedback,sleepScores.insight
2022-09-04 21:38:00,2022-09-05 06:07:00,2022-09-05,ENHANCED_CONFIRMED_FINAL,7140.0,15240.0,7980.0,180.0,0.0,13.0,9.0,20.0,False,0.0,4.584269662921348,53.0,98.0,97.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,63.0,91.0,POSITIVE_HIGHLY_RECOVERING,POSITIVE_EXERCISE
2022-09-05 22:43:00,2022-09-06 05:06:00,2022-09-06,ENHANCED_CONFIRMED_FINAL,7200.0,8340.0,6420.0,1020.0,0.0,14.0,9.0,19.0,False,1.0,8.467532467532468,31.0,78.0,92.0,67.0,94.0,100.0,92.0,92.0,87.0,84.0,85.0,81.0,85.0,POSITIVE_DEEP,POSITIVE_EXERCISE
2022-09-06 22:13:00,2022-09-07 06:33:00,2022-09-07,ENHANCED_CONFIRMED_FINAL,4980.0,16980.0,7080.0,960.0,0.0,12.0,9.0,17.0,False,2.0,4.252631578947368,31.0,93.0,91.0,100.0,100.0,86.0,100.0,90.0,74.0,85.0,79.0,95.0,81.0,POSITIVE_HIGHLY_RECOVERING,NONE
2022-09-07 23:20:00,2022-09-08 06:46:00,2022-09-08,ENHANCED_CONFIRMED_FINAL,5820.0,17760.0,2700.0,480.0,0.0,15.0,9.0,23.0,False,0.0,27.204545454545453,52.0,76.0,77.0,85.0,67.0,100.0,56.0,76.0,100.0,96.0,98.0,56.0,87.0,NEGATIVE_LONG_BUT_RESTLESS,NONE
2022-09-08 22:10:00,2022-09-09 06:27:00,2022-09-09,ENHANCED_CONFIRMED_FINAL,6420.0,15480.0,6960.0,960.0,0.0,13.0,6.0,19.0,False,1.0,8.467532467532468,52.0,94.0,93.0,100.0,100.0,100.0,100.0,99.0,87.0,85.0,86.0,60.0,80.0,POSITIVE_HIGHLY_RECOVERING,POSITIVE_LATE_BED_TIME
2022-09-09 22:02:00,2022-09-10 05:46:00,2022-09-10,ENHANCED_CONFIRMED_FINAL,7320.0,14340.0,5040.0,1140.0,0.0,14.0,8.0,18.0,False,1.0,25.295454545454547,37.0,85.0,85.0,88.0,84.0,100.0,76.0,99.0,87.0,81.0,84.0,80.0,83.0,POSITIVE_LONG_AND_DEEP,NONE
2022-09-10 23:25:00,2022-09-11 06:20:00,2022-09-11,ENHANCED_CONFIRMED_FINAL,3540.0,16200.0,5100.0,60.0,0.0,13.0,8.0,20.0,False,0.0,12.46078431372549,41.0,81.0,85.0,77.0,86.0,77.0,79.0,78.0,100.0,100.0,100.0,69.0,92.0,POSITIVE_CONTINUOUS,POSITIVE_EXERCISE
2022-09-11 21:41:00,2022-09-12 06:46:00,2022-09-12,ENHANCED_CONFIRMED_FINAL,5940.0,16080.0,10380.0,300.0,0.0,13.0,8.0,23.0,False,0.0,7.117988394584139,47.0,95.0,93.0,100.0,100.0,92.0,78.0,100.0,100.0,100.0,100.0,77.0,95.0,POSITIVE_HIGHLY_RECOVERING,NONE
2022-09-12 21:19:00,2022-09-13 06:49:00,2022-09-13,ENHANCED_CONFIRMED_FINAL,7740.0,17760.0,8100.0,600.0,0.0,13.0,8.0,19.0,False,0.0,8.927911275415896,54.0,98.0,97.0,100.0,100.0,100.0,100.0,100.0,100.0,93.0,96.0,71.0,91.0,POSITIVE_HIGHLY_RECOVERING,NONE
2022-09-13 22:00:00,2022-09-14 06:24:00,2022-09-14,ENHANCED_CONFIRMED_FINAL,4620.0,19020.0,5460.0,1140.0,0.0,14.0,8.0,18.0,False,1.0,11.232793522267206,50.0,88.0,84.0,100.0,95.0,80.0,76.0,78.0,87.0,81.0,84.0,64.0,80.0,POSITIVE_LONG_AND_RECOVERING,POSITIVE_RESTFUL_DAY
2022-09-14 22:34:00,2022-09-15 05:07:00,2022-09-15,ENHANCED_CONFIRMED_FINAL,4920.0,13440.0,5040.0,180.0,0.0,14.0,8.0,17.0,False,0.0,18.32075471698113,29.0,79.0,88.0,72.0,75.0,100.0,84.0,92.0,100.0,100.0,100.0,87.0,97.0,POSITIVE_CONTINUOUS,POSITIVE_LATE_BED_TIME
2022-09-15 21:54:00,2022-09-16 06:35:00,2022-09-16,ENHANCED_CONFIRMED_FINAL,8700.0,13560.0,8880.0,120.0,0.0,14.0,8.0,20.0,False,0.0,17.11753371868979,57.0,91.0,88.0,100.0,77.0,100.0,97.0,100.0,100.0,100.0,100.0,59.0,89.0,POSITIVE_OPTIMAL_STRUCTURE,NONE
